text,label
i am thinking it will be the best feeling ever but i am pretty scared,4
i guess its no surprise really that i feel low mentally when i feel low physically im sure most people are the same,0
i was showing the tell tale signs like urinating a lot waking up in middle of the night and feeling shaky and having trouble focusing sometimes,4
i do blog about sensitive issues sometimes and not all my entries are happy go lucky i do try to keep a generally positive feel rude or insulting comments are not welcome,3
im not trying to make you feel uncomfortable,4
i feel the stand i have taken will be worthwhile,1
i like feeling the presence of love around us isnt it so much more lovely than hate and whatnot,2
i am experiencing an all together splendid feeling one that just instantaniously makes the world seem like a jubilant place,1
i feel utterly humiliated,0
i was sleeping like hours a night and feeling miserable,0
ive really been through so much in one week im surprised im feeling so calm i certainly wasnt at some points,1
i do feel quite apprehensive about it i ve never had a major operation in my life so it will be new to me and i m not keen to sample a weeks worth of hospital food but hey,4
i also realize when hormones have kicked in because i find myself feeling weepy irritable moody for no reason at all,0
im feeling uncertain with my writing and often i need to revise a sentence multiple times before feeling content with it,4
i feel like people seem to be intimidated by me or this blog,4
i feel a longing and a tugging at my heart to be able to talk to him again,2
i no longer feel useless i can get up and do useful things instead,0
i am not going to go crazy and eat everything on the table but now i know that i don t have to feel guilty about not passing up on that stuffing that i only eat once a year,0
